day,predicted_price
1,267.12714
2,266.9107
3,266.9822
4,267.23535
5,267.60214
6,268.04007
7,268.523
8,269.0352
9,269.56717
10,270.11316
11,270.66965
12,271.2343
13,271.8056
14,272.3823
15,272.9635
16,273.54846
17,274.13654
18,274.7272
19,275.31998
20,275.9145
21,276.5104
22,277.10748
23,277.7055
24,278.3043
25,278.90378
26,279.50372
27,280.1042
28,280.70508
29,281.30634
30,281.90793
