fpr,tpr
0.0,0.0
0.0,0.00819672131147541
0.010526315789473684,0.00819672131147541
0.010526315789473684,0.02459016393442623
0.021052631578947368,0.02459016393442623
0.021052631578947368,0.03278688524590164
0.02631578947368421,0.03278688524590164
0.02631578947368421,0.040983606557377046
0.03684210526315789,0.040983606557377046
0.03684210526315789,0.05737704918032787
0.04736842105263158,0.05737704918032787
0.04736842105263158,0.07377049180327869
0.07894736842105263,0.07377049180327869
0.07894736842105263,0.09016393442622951
0.09473684210526316,0.09016393442622951
0.09473684210526316,0.11475409836065574
0.10526315789473684,0.11475409836065574
0.10526315789473684,0.13114754098360656
0.11052631578947368,0.13114754098360656
0.11052631578947368,0.13934426229508196
0.11578947368421053,0.13934426229508196
0.11578947368421053,0.1557377049180328
0.12105263157894737,0.1557377049180328
0.12105263157894737,0.18032786885245902
0.12631578947368421,0.18032786885245902
0.12631578947368421,0.1885245901639344
0.14736842105263157,0.1885245901639344
0.14736842105263157,0.20491803278688525
0.1736842105263158,0.20491803278688525
0.1736842105263158,0.22131147540983606
0.17894736842105263,0.22131147540983606
0.17894736842105263,0.23770491803278687
0.18947368421052632,0.23770491803278687
0.18947368421052632,0.2540983606557377
0.19473684210526315,0.2540983606557377
0.19473684210526315,0.26229508196721313
0.20526315789473684,0.26229508196721313
0.20526315789473684,0.27049180327868855
0.22631578947368422,0.27049180327868855
0.22631578947368422,0.2786885245901639
0.23684210526315788,0.2786885245901639
0.23684210526315788,0.28688524590163933
0.24210526315789474,0.28688524590163933
0.24210526315789474,0.29508196721311475
0.2578947368421053,0.29508196721311475
0.2578947368421053,0.30327868852459017
0.2631578947368421,0.30327868852459017
0.2631578947368421,0.3114754098360656
0.26842105263157895,0.3114754098360656
0.26842105263157895,0.319672131147541
0.2789473684210526,0.319672131147541
0.2789473684210526,0.32786885245901637
0.28421052631578947,0.32786885245901637
0.28421052631578947,0.3442622950819672
0.2894736842105263,0.3442622950819672
0.2894736842105263,0.3524590163934426
0.2894736842105263,0.36885245901639346
0.3157894736842105,0.36885245901639346
0.3157894736842105,0.38524590163934425
0.3368421052631579,0.38524590163934425
0.3368421052631579,0.4098360655737705
0.3526315789473684,0.4098360655737705
0.35789473684210527,0.4180327868852459
0.3684210526315789,0.4180327868852459
0.3684210526315789,0.4262295081967213
0.37894736842105264,0.4262295081967213
0.37894736842105264,0.45901639344262296
0.38421052631578945,0.45901639344262296
0.38421052631578945,0.4672131147540984
0.4105263157894737,0.4672131147540984
0.4105263157894737,0.47540983606557374
0.41578947368421054,0.48360655737704916
0.41578947368421054,0.4918032786885246
0.43157894736842106,0.4918032786885246
0.43157894736842106,0.5
0.4368421052631579,0.5
0.4368421052631579,0.5491803278688525
0.4421052631578947,0.5491803278688525
0.4421052631578947,0.5737704918032787
0.4473684210526316,0.5737704918032787
0.4473684210526316,0.5819672131147541
0.45263157894736844,0.5819672131147541
0.45263157894736844,0.5901639344262295
0.46842105263157896,0.5901639344262295
0.46842105263157896,0.5983606557377049
0.47368421052631576,0.5983606557377049
0.47368421052631576,0.6065573770491803
0.49473684210526314,0.6065573770491803
0.49473684210526314,0.6147540983606558
0.5,0.6147540983606558
0.5,0.6229508196721312
0.5105263157894737,0.6229508196721312
0.5105263157894737,0.639344262295082
0.5157894736842106,0.639344262295082
0.5157894736842106,0.6557377049180327
0.5578947368421052,0.6557377049180327
0.5578947368421052,0.6639344262295082
0.5684210526315789,0.6639344262295082
0.5736842105263158,0.6721311475409836
0.5736842105263158,0.680327868852459
0.5789473684210527,0.680327868852459
0.5789473684210527,0.6885245901639344
0.5894736842105263,0.6885245901639344
0.5894736842105263,0.6967213114754098
0.5947368421052631,0.6967213114754098
0.5947368421052631,0.7049180327868853
0.6105263157894737,0.7049180327868853
0.6105263157894737,0.7622950819672131
0.6157894736842106,0.7622950819672131
0.6157894736842106,0.7704918032786885
0.6526315789473685,0.7704918032786885
0.6526315789473685,0.7786885245901639
0.6578947368421053,0.7786885245901639
0.6578947368421053,0.7868852459016393
0.6684210526315789,0.7868852459016393
0.6684210526315789,0.8032786885245902
0.6736842105263158,0.8032786885245902
0.6736842105263158,0.8114754098360656
0.6789473684210526,0.8114754098360656
0.6789473684210526,0.8278688524590164
0.6894736842105263,0.8278688524590164
0.6894736842105263,0.8360655737704918
0.7052631578947368,0.8360655737704918
0.7052631578947368,0.8442622950819673
0.7210526315789474,0.8442622950819673
0.7210526315789474,0.860655737704918
0.7263157894736842,0.860655737704918
0.7263157894736842,0.8688524590163934
0.7315789473684211,0.8688524590163934
0.7315789473684211,0.8852459016393442
0.7421052631578947,0.8852459016393442
0.7421052631578947,0.8934426229508197
0.7473684210526316,0.8934426229508197
0.7473684210526316,0.9016393442622951
0.7473684210526316,0.9180327868852459
0.7684210526315789,0.9180327868852459
0.7684210526315789,0.9344262295081968
0.7842105263157895,0.9344262295081968
0.7842105263157895,0.9426229508196722
0.8263157894736842,0.9426229508196722
0.8368421052631579,0.9508196721311475
0.8789473684210526,0.9508196721311475
0.8789473684210526,0.9590163934426229
0.8947368421052632,0.9590163934426229
0.9052631578947369,0.9590163934426229
0.9105263157894737,0.9590163934426229
0.9105263157894737,0.9672131147540983
0.9210526315789473,0.9672131147540983
0.9263157894736842,0.9672131147540983
0.9263157894736842,0.9754098360655737
0.9368421052631579,0.9754098360655737
0.9421052631578948,0.9754098360655737
0.9526315789473684,0.9836065573770492
0.9631578947368421,0.9836065573770492
0.9631578947368421,0.9918032786885246
0.9842105263157894,0.9918032786885246
0.9947368421052631,1.0
1.0,1.0
